20;23;19;21;14;17;14;16;8;11;9;11;2;5;4;6;2;1
20;23;19;21;15;17;14;16;8;11;9;11;2;5;4;6;2;1
20;23;19;21;15;18;14;16;8;11;9;11;2;5;4;6;2;1
20;23;19;21;15;18;14;16;8;12;9;11;3;5;4;6;2;1
20;23;19;20;15;18;14;16;8;12;9;11;3;5;4;6;2;1
20;23;19;20;15;18;14;16;9;12;9;11;3;5;4;6;2;1
20;22;18;20;15;18;14;16;9;12;9;11;3;6;4;6;2;1
20;22;18;20;15;18;14;16;9;12;9;11;3;6;4;6;2;1
20;22;18;20;15;18;14;16;9;12;9;11;3;6;4;6;2;1
20;22;18;20;15;18;14;16;9;12;9;11;3;6;4;6;2;1
20;22;18;20;15;18;14;16;9;12;9;11;3;6;4;6;2;1
20;22;18;20;15;18;14;16;9;12;9;11;3;6;4;6;2;1
20;22;18;20;15;18;14;16;9;12;9;11;3;6;4;6;2;1
20;22;18;20;15;18;14;16;9;12;9;11;3;6;4;6;1;1
20;22;18;20;15;18;14;16;9;12;9;11;3;6;4;6;1;1
20;22;18;19;15;18;14;16;9;12;9;11;3;6;4;6;1;1
20;22;18;19;15;18;14;16;9;12;9;11;3;6;4;6;1;1
20;22;18;19;15;18;14;16;9;12;9;11;3;6;4;6;1;1
20;21;18;19;15;18;14;16;9;12;9;11;3;6;4;6;1;1
20;21;18;19;15;18;14;16;9;12;9;11;3;6;4;6;1;1
20;21;17;19;15;18;14;16;9;12;9;11;3;6;4;6;1;1
20;21;17;19;15;18;14;16;9;12;9;11;3;6;4;6;1;1
19;21;17;18;15;17;13;15;9;12;9;11;3;6;4;6;1;1
19;21;17;18;15;17;13;15;9;12;9;11;3;6;4;6;1;1
19;21;17;18;15;17;13;15;9;12;9;11;3;6;3;6;1;1
19;20;17;18;15;17;13;15;9;12;9;11;3;6;3;6;1;1
19;20;17;18;15;17;13;15;9;12;9;11;3;6;3;6;1;1
19;20;16;17;15;17;13;15;9;12;9;11;3;6;3;6;1;1
19;20;16;17;15;17;13;15;9;12;8;11;3;6;3;6;1;1
19;20;16;17;15;17;13;15;9;12;8;11;3;6;3;6;1;1
18;20;16;17;15;17;13;15;9;12;8;11;3;6;3;6;1;1
18;19;16;17;15;17;13;14;9;12;8;11;3;6;3;6;1;1
18;19;16;16;15;17;13;14;9;12;8;11;3;6;3;6;1;1
18;19;15;16;14;16;13;14;9;12;8;10;3;6;3;6;1;1
18;19;15;16;14;16;12;14;9;12;8;10;3;6;3;6;1;1
18;19;15;16;14;16;12;14;9;12;8;10;3;6;3;6;1;1
17;18;15;16;14;16;12;14;9;12;8;10;3;6;3;6;1;1
17;18;15;15;14;16;12;14;9;12;8;10;3;6;3;6;1;1
17;18;14;15;14;16;12;13;9;12;8;10;3;6;3;5;1;1
17;18;14;15;14;16;12;13;9;12;8;10;3;6;3;5;1;1
17;17;14;15;14;16;12;13;9;12;8;10;3;6;3;5;1;1
17;17;14;14;14;15;12;13;9;12;8;10;3;6;3;5;1;1
16;17;14;14;14;15;11;13;9;12;8;10;3;6;3;5;1;1
16;17;13;14;14;15;11;13;9;11;7;10;3;6;3;5;1;1
16;16;13;13;13;15;11;12;9;11;7;9;3;6;3;5;1;1
16;16;13;13;13;15;11;12;9;11;7;9;3;6;3;5;1;1
16;16;13;13;13;15;11;12;9;11;7;9;3;6;3;5;1;1
15;16;13;13;13;15;11;12;9;11;7;9;3;6;3;5;1;1
15;15;12;12;13;14;11;12;9;11;7;9;3;6;3;5;1;1
