17;16;13;8;4;1;1
17;16;13;9;4;1;1
17;16;13;9;4;1;1
17;16;13;9;5;1;1
17;16;13;9;5;1;1
17;16;13;9;5;1;1
17;16;13;9;5;2;1
17;16;13;9;5;2;1
17;16;13;9;5;2;1
17;16;14;10;5;2;1
17;16;14;10;5;2;1
16;16;14;10;6;2;1
16;16;14;10;6;2;1
16;16;14;10;6;2;1
16;16;14;10;6;2;1
16;16;14;10;6;2;1
16;16;14;10;6;2;1
16;16;14;10;6;2;1
16;16;14;11;6;2;1
16;16;14;11;6;2;1
16;16;14;11;6;2;1
16;16;14;11;7;3;1
16;16;14;11;7;3;1
15;16;14;11;7;3;1
15;16;14;11;7;3;1
15;16;14;11;7;3;1
15;16;14;11;7;3;1
15;16;15;11;7;3;1
15;16;15;11;7;3;1
15;16;15;11;7;3;1
15;16;15;11;7;3;1
14;16;15;12;7;3;1
14;16;15;12;7;3;1
14;15;15;12;7;3;1
14;15;14;12;8;3;1
14;15;14;12;8;3;1
14;15;14;12;8;3;1
13;15;14;12;8;3;1
13;15;14;12;8;3;1
13;15;14;12;8;4;1
13;15;14;12;8;4;1
13;15;14;12;8;4;1
12;14;14;12;8;4;1
12;14;14;12;8;4;1
12;14;14;12;8;4;1
12;14;14;12;8;4;1
12;14;14;12;8;4;1
11;14;14;12;8;4;1
11;14;14;12;8;4;1
11;13;14;12;8;4;1
11;13;14;12;8;4;1
11;13;14;12;8;4;1
10;13;13;12;8;4;1
10;13;13;12;8;4;1
10;13;13;12;8;4;1
10;12;13;12;8;4;1
9;12;13;12;8;4;1
9;12;13;12;8;4;1
9;12;13;12;8;4;1
9;12;13;12;8;4;1
8;11;13;11;8;4;1
8;11;12;11;8;4;1
8;11;12;11;8;4;1
8;11;12;11;8;4;1
7;11;12;11;8;4;1
7;10;12;11;8;4;1
7;10;12;11;8;4;1
7;10;12;11;8;4;1
6;10;11;11;8;4;1
6;10;11;11;8;4;1
6;9;11;11;8;4;1
5;9;11;11;8;4;1
5;9;11;11;8;4;1
5;9;11;10;8;4;1
5;8;10;10;8;4;1
4;8;10;10;8;4;1
4;8;10;10;8;4;1
4;8;10;10;8;4;1
3;7;10;10;8;4;1
3;7;10;10;8;4;1
3;7;9;10;8;4;1
3;7;9;10;8;4;1
2;6;9;9;8;4;1
2;6;9;9;8;4;1
2;6;9;9;8;4;1
1;6;8;9;8;4;1
1;5;8;9;8;4;1
1;5;8;9;7;4;1
1;5;8;9;7;4;1
1;4;7;9;7;4;1
1;4;7;8;7;4;1
1;4;7;9;7;4;1
1;4;7;9;8;5;1
1;4;7;9;8;5;1
1;4;8;9;8;5;1
1;4;8;9;8;6;1
1;4;8;9;9;6;2
1;4;8;9;9;6;2
1;4;8;9;9;6;2
1;4;8;10;9;7;3
1;4;8;10;9;7;3
1;4;8;10;10;7;3
1;4;8;10;10;7;3
1;4;8;10;10;8;4
1;4;8;10;10;8;4
1;4;8;10;10;8;4
1;4;8;10;10;8;5
1;4;8;10;11;9;5
1;4;8;11;11;9;5
1;4;8;11;11;9;5
1;4;8;11;11;9;6
1;4;8;11;11;10;6
1;4;8;11;11;10;6
1;4;8;11;12;10;7
1;4;8;11;12;10;7
1;4;8;11;12;10;7
1;4;8;11;12;11;7
1;4;8;11;12;11;8
1;4;8;11;12;11;8
1;4;8;11;12;11;8
1;4;8;11;13;11;8
1;4;8;12;13;12;9
1;4;8;12;13;12;9
1;4;8;12;13;12;9
1;4;8;12;13;12;9
1;4;8;12;13;12;10
1;4;8;12;13;13;10
1;4;8;12;13;13;10
