17;14;8;2;1
17;14;9;3;1
17;15;9;3;1
17;15;9;3;1
17;15;9;3;1
17;15;9;3;1
17;15;9;3;1
17;15;9;3;1
17;15;9;3;1
17;15;10;3;1
17;15;10;3;1
16;15;10;4;1
16;15;10;4;1
16;15;10;4;1
16;15;10;4;1
16;15;10;4;1
16;15;10;4;1
16;15;10;4;1
16;15;11;4;1
16;15;11;4;1
16;15;11;4;1
16;15;11;4;1
16;16;11;5;1
15;16;11;5;1
15;15;11;5;1
15;15;11;5;1
15;15;11;5;1
15;15;11;5;1
15;15;11;5;1
15;15;11;5;1
15;15;11;5;1
14;15;12;5;1
14;15;12;5;1
14;15;12;5;1
14;15;12;5;1
14;15;12;5;1
14;15;12;5;1
13;15;12;6;1
13;15;12;6;1
13;15;12;6;1
13;15;12;6;1
13;15;12;6;1
12;15;12;6;1
12;15;12;6;1
12;14;12;6;1
12;14;12;6;1
12;14;12;6;1
11;14;12;6;1
11;14;12;6;1
11;14;12;6;1
11;14;12;6;1
11;14;12;6;1
10;13;12;6;1
10;13;12;6;1
10;13;12;6;1
10;13;12;6;1
9;13;12;6;1
9;13;12;6;1
9;13;12;6;1
9;12;12;6;1
8;12;11;6;1
8;12;11;6;1
8;12;11;6;1
8;12;11;6;1
7;12;11;6;1
7;11;11;6;1
7;11;11;6;1
7;11;11;6;1
6;11;11;6;1
6;11;11;6;1
6;10;11;6;1
5;10;11;6;1
5;10;11;6;1
5;10;10;6;1
5;10;10;6;1
4;9;10;6;1
4;9;10;6;1
4;9;10;6;1
3;9;10;6;1
3;9;10;6;1
3;8;10;6;1
3;8;10;6;1
2;8;9;6;1
2;8;9;6;1
2;7;9;6;1
1;7;9;6;1
1;7;9;6;1
1;7;9;6;1
1;6;9;6;1
1;6;9;6;1
1;6;8;6;1
1;6;9;6;1
1;6;9;6;1
1;6;9;7;1
1;6;9;7;1
1;6;9;7;1
1;6;9;7;2
1;6;9;8;2
1;6;9;8;2
1;6;10;8;3
1;6;10;8;3
1;6;10;9;3
1;6;10;9;3
1;6;10;9;4
1;6;10;9;4
1;6;10;9;4
1;6;10;10;5
1;6;10;10;5
1;6;11;10;5
1;6;11;10;5
1;6;11;10;6
1;6;11;11;6
1;6;11;11;6
1;6;11;11;7
1;6;11;11;7
1;6;11;11;7
1;6;11;12;7
1;6;11;12;8
1;6;11;12;8
1;6;11;12;8
1;6;11;12;8
1;6;12;12;9
1;6;12;13;9
1;6;12;13;9
1;6;12;13;9
1;6;12;13;10
1;6;12;13;10
1;6;12;13;10
1;6;12;13;10
1;6;12;14;11
1;6;12;14;11
1;6;12;14;11
1;6;12;14;11
1;6;12;14;11
1;6;12;14;12
1;6;12;14;12
1;6;12;14;12
1;6;12;15;12
1;6;12;15;12
1;6;12;15;13
1;6;12;15;13
1;6;12;15;13
1;6;12;15;13
1;6;12;15;13
1;5;12;15;14
1;5;12;15;14
1;5;12;15;14
1;5;12;15;14
1;5;12;15;14
1;5;12;15;14
1;5;11;15;15
1;5;11;15;15
1;5;11;15;15
1;5;11;15;15
1;5;11;15;15
1;5;11;15;15
1;5;11;15;15
1;5;11;16;15
1;5;11;16;16
1;4;11;15;16
1;4;11;15;16
1;4;11;15;16
1;4;11;15;16
1;4;10;15;16
1;4;10;15;16
1;4;10;15;16
1;4;10;15;16
1;4;10;15;16
1;4;10;15;16
1;4;10;15;16
1;3;10;15;17
1;3;10;15;17
1;3;9;15;17
1;3;9;15;17
1;3;9;15;17
1;3;9;15;17
1;3;9;15;17
1;3;9;15;17
1;3;9;15;17
1;3;9;14;17
1;2;8;14;17
1;2;8;14;17
1;2;8;14;17
1;2;8;14;17
1;2;8;14;17
1;2;8;14;17
1;2;7;14;17
1;2;7;13;17
1;2;7;13;17
1;1;7;13;17
1;1;7;13;17
1;1;7;13;16
1;1;6;13;16
1;1;6;13;16
1;1;6;12;16
1;1;6;12;16
1;1;6;12;16
1;1;6;12;16
1;1;5;12;16
1;1;5;12;16
1;1;5;11;16
1;1;5;11;16
1;1;5;11;16
1;1;5;11;16
1;1;4;11;15
1;1;4;11;15
1;1;4;11;15
1;1;4;11;15
1;1;4;10;15
1;1;4;10;15
1;1;4;10;15
1;1;4;10;15
1;1;4;10;15
1;1;4;10;15
1;1;4;10;15
1;1;3;10;15
1;1;3;10;15
2;1;3;9;15
2;1;3;9;15
2;1;3;9;15
2;1;3;9;15
2;1;3;9;15
2;1;3;9;15
2;1;3;9;15
2;1;3;9;14
2;1;2;8;14
3;1;2;8;14
3;1;2;8;14
3;1;2;8;14
3;1;2;8;14
3;1;2;8;14
3;1;2;7;14
3;1;2;7;13
3;1;2;7;13
3;1;1;7;13
3;1;1;7;13
4;1;1;7;13
4;1;1;6;13
4;1;1;6;13
4;1;1;6;12
4;1;1;6;12
4;1;1;6;12
4;1;1;6;12
4;1;1;5;12
4;1;1;5;12
4;1;1;5;11
4;1;1;5;11
5;1;1;5;11
5;1;1;5;11
5;1;1;4;11
5;1;1;4;11
5;1;1;4;11
5;1;1;4;11
6;1;1;4;10
6;1;1;4;10
6;1;1;4;10
6;1;1;4;10
6;1;1;4;10
6;1;1;4;10
7;1;1;4;10
7;1;1;3;10
7;1;1;3;10
7;2;1;3;9
7;2;1;3;9
7;2;1;3;9
8;2;1;3;9
8;2;1;3;9
8;2;1;3;9
8;2;1;3;9
8;2;1;3;9
8;2;1;2;8
9;3;1;2;8
9;3;1;2;8
9;3;1;2;8
9;3;1;2;8
9;3;1;2;8
9;3;1;2;7
9;3;1;2;7
9;3;1;2;7
10;3;1;1;7
10;3;1;1;7
10;4;1;1;7
10;4;1;1;6
10;4;1;1;6
10;4;1;1;6
10;4;1;1;6
10;4;1;1;6
10;4;1;1;6
11;4;1;1;5
11;4;1;1;5
11;4;1;1;5
11;4;1;1;5
11;5;1;1;5
11;5;1;1;5
11;5;1;1;4
11;5;1;1;4
12;5;1;1;4
12;5;1;1;4
12;6;1;1;4
12;6;1;1;4
12;6;1;1;4
12;6;1;1;4
13;6;1;1;4
13;6;1;1;4
13;7;1;1;4
13;7;1;1;3
13;7;1;1;3
13;7;2;1;3
13;7;2;1;3
14;7;2;1;3
14;8;2;1;3
14;8;2;1;3
14;8;2;1;3
14;8;2;1;3
14;8;2;1;3
14;8;2;1;2
14;9;3;1;2
15;9;3;1;2
15;9;3;1;2
15;9;3;1;2
15;9;3;1;2
15;9;3;1;2
15;9;3;1;2
15;9;3;1;2
15;10;3;1;1
15;10;3;1;1
15;10;4;1;1
15;10;4;1;1
15;10;4;1;1
15;10;4;1;1
15;10;4;1;1
15;10;4;1;1
15;10;4;1;1
15;11;4;1;1
15;11;4;1;1
15;11;4;1;1
15;11;4;1;1
16;11;5;1;1
16;11;5;1;1
16;11;5;1;1
16;11;5;1;1
16;12;5;1;1
16;12;5;1;1
16;12;6;1;1
16;12;6;1;1
16;12;6;1;1
16;12;6;1;1
16;13;6;1;1
16;13;6;1;1
16;13;7;1;1
17;13;7;1;1
17;13;7;1;1
17;13;7;2;1
17;13;7;2;1
17;14;7;2;1
17;14;8;2;1
17;14;8;2;1
17;14;8;2;1
17;14;8;2;1
17;14;8;2;1
