# File containing the delay table of the given microphone array. 
# On the horizontal axis one can find the delays corresponding to each microphone.
# Each row (vertical axis) contains the delay corresponding to each viewingangle.
# The column order corresponds to the order the microphones defined in the array configuration file.
# Each row (in order) corresponds to each viewing *.viewingangles 
17;14;8;2;0
17;14;9;3;0
17;15;9;3;0
17;15;9;3;0
17;15;9;3;0
17;15;9;3;0
17;15;9;3;0
17;15;9;3;0
17;15;9;3;0
17;15;10;3;0
17;15;10;3;0
16;15;10;4;0
16;15;10;4;0
16;15;10;4;0
16;15;10;4;0
16;15;10;4;0
16;15;10;4;0
16;15;10;4;0
16;15;11;4;0
16;15;11;4;0
16;15;11;4;0
16;15;11;4;0
16;16;11;5;0
15;16;11;5;0
15;15;11;5;0
15;15;11;5;0
15;15;11;5;0
15;15;11;5;0
15;15;11;5;0
15;15;11;5;0
15;15;11;5;0
14;15;12;5;0
14;15;12;5;0
14;15;12;5;0
14;15;12;5;0
14;15;12;5;0
14;15;12;5;0
13;15;12;6;0
13;15;12;6;0
13;15;12;6;0
13;15;12;6;0
13;15;12;6;0
12;15;12;6;0
12;15;12;6;0
12;14;12;6;0
12;14;12;6;0
12;14;12;6;0
11;14;12;6;0
11;14;12;6;0
11;14;12;6;0
11;14;12;6;0
11;14;12;6;0
10;13;12;6;0
10;13;12;6;0
10;13;12;6;0
10;13;12;6;0
9;13;12;6;0
9;13;12;6;0
9;13;12;6;0
9;12;12;6;0
8;12;11;6;0
8;12;11;6;0
8;12;11;6;0
8;12;11;6;0
7;12;11;6;0
7;11;11;6;0
7;11;11;6;0
7;11;11;6;0
6;11;11;6;0
6;11;11;6;0
6;10;11;6;0
5;10;11;6;0
5;10;11;6;0
5;10;10;6;0
5;10;10;6;0
4;9;10;6;0
4;9;10;6;0
4;9;10;6;0
3;9;10;6;0
3;9;10;6;0
3;8;10;6;0
3;8;10;6;0
2;8;9;6;0
2;8;9;6;0
2;7;9;6;0
1;7;9;6;0
1;7;9;6;0
1;7;9;6;0
1;6;9;6;0
0;6;9;6;0
0;6;8;6;0
0;6;9;6;0
0;6;9;6;1
0;6;9;7;1
0;6;9;7;1
0;6;9;7;1
0;6;9;7;2
0;6;9;8;2
0;6;9;8;2
0;6;10;8;3
0;6;10;8;3
0;6;10;9;3
0;6;10;9;3
0;6;10;9;4
0;6;10;9;4
0;6;10;9;4
0;6;10;10;5
0;6;10;10;5
0;6;11;10;5
0;6;11;10;5
0;6;11;10;6
0;6;11;11;6
0;6;11;11;6
0;6;11;11;7
0;6;11;11;7
0;6;11;11;7
0;6;11;12;7
0;6;11;12;8
0;6;11;12;8
0;6;11;12;8
0;6;11;12;8
0;6;12;12;9
0;6;12;13;9
0;6;12;13;9
0;6;12;13;9
0;6;12;13;10
0;6;12;13;10
0;6;12;13;10
0;6;12;13;10
0;6;12;14;11
0;6;12;14;11
0;6;12;14;11
0;6;12;14;11
0;6;12;14;11
0;6;12;14;12
0;6;12;14;12
0;6;12;14;12
0;6;12;15;12
0;6;12;15;12
0;6;12;15;13
0;6;12;15;13
0;6;12;15;13
0;6;12;15;13
0;6;12;15;13
0;5;12;15;14
0;5;12;15;14
0;5;12;15;14
0;5;12;15;14
0;5;12;15;14
0;5;12;15;14
0;5;11;15;15
0;5;11;15;15
0;5;11;15;15
0;5;11;15;15
0;5;11;15;15
0;5;11;15;15
0;5;11;15;15
0;5;11;16;15
0;5;11;16;16
0;4;11;15;16
0;4;11;15;16
0;4;11;15;16
0;4;11;15;16
0;4;10;15;16
0;4;10;15;16
0;4;10;15;16
0;4;10;15;16
0;4;10;15;16
0;4;10;15;16
0;4;10;15;16
0;3;10;15;17
0;3;10;15;17
0;3;9;15;17
0;3;9;15;17
0;3;9;15;17
0;3;9;15;17
0;3;9;15;17
0;3;9;15;17
0;3;9;15;17
0;3;9;14;17
0;2;8;14;17
0;2;8;14;17
0;2;8;14;17
0;2;8;14;17
0;2;8;14;17
0;2;8;14;17
0;2;7;14;17
0;2;7;13;17
0;2;7;13;17
0;1;7;13;17
0;1;7;13;17
0;1;7;13;16
0;1;6;13;16
0;1;6;13;16
0;1;6;12;16
0;1;6;12;16
0;1;6;12;16
0;1;6;12;16
0;1;5;12;16
0;0;5;12;16
0;0;5;11;16
0;0;5;11;16
0;0;5;11;16
0;0;5;11;16
0;0;4;11;15
0;0;4;11;15
0;0;4;11;15
1;0;4;11;15
1;0;4;10;15
1;0;4;10;15
1;0;4;10;15
1;0;4;10;15
1;0;4;10;15
1;0;4;10;15
1;0;4;10;15
1;0;3;10;15
1;0;3;10;15
2;0;3;9;15
2;0;3;9;15
2;0;3;9;15
2;0;3;9;15
2;0;3;9;15
2;0;3;9;15
2;0;3;9;15
2;0;3;9;14
2;0;2;8;14
3;0;2;8;14
